2020-12-08 22:55:00;130580;130670;130530;130590
2020-12-08 23:00:00;130590;130660;130540;130620
2020-12-08 23:05:00;130610;130700;130610;130680
2020-12-08 23:10:00;130680;130740;130670;130730
2020-12-08 23:15:00;130730;130730;130690;130710
2020-12-08 23:20:00;130710;130790;130690;130760
2020-12-08 23:25:00;130760;130930;130750;130920
2020-12-08 23:30:00;130900;130930;130880;130900
2020-12-08 23:35:00;130900;130940;130890;130940
2020-12-08 23:40:00;130930;130940;130810;130850
2020-12-08 23:45:00;130850;130880;130650;130710
2020-13-08 10:00:00;130710;131180;130420;130490
2020-13-08 10:05:00;130480;130890;130440;130820
2020-13-08 10:10:00;130820;130820;130580;130590
2020-13-08 10:15:00;130590;130840;130560;130780
2020-13-08 10:20:00;130790;130940;130710;130780
2020-13-08 10:25:00;130790;130890;130530;130590
2020-13-08 10:30:00;130590;130760;130460;130510
2020-13-08 10:35:00;130520;130690;130350;130680
2020-13-08 10:40:00;130660;130800;130540;130660
2020-13-08 10:45:00;130660;130710;130520;130610
2020-13-08 10:50:00;130610;130680;130510;130610
2020-13-08 10:55:00;130610;130660;130460;130530
2020-13-08 11:00:00;130530;130750;130450;130500
2020-13-08 11:05:00;130510;130550;130360;130460
2020-13-08 11:10:00;130450;130690;130410;130670
2020-13-08 11:15:00;130670;130680;130560;130640
2020-13-08 11:20:00;130640;130680;130570;130580
2020-13-08 11:25:00;130580;130880;130510;130840
2020-13-08 11:30:00;130840;130860;130710;130770
2020-13-08 11:35:00;130780;131270;130730;131220
2020-13-08 11:40:00;131240;131400;131180;131390
2020-13-08 11:45:00;131390;131480;131290;131390
2020-13-08 11:50:00;131400;131520;131360;131440
2020-13-08 11:55:00;131430;131450;131350;131380
2020-13-08 12:00:00;131390;131690;131350;131680
2020-13-08 12:05:00;131680;131900;131610;131860
2020-13-08 12:10:00;131870;131990;131840;131980
2020-13-08 12:15:00;131980;132040;131850;131880
2020-13-08 12:20:00;131890;131900;131770;131790
2020-13-08 12:25:00;131790;131900;131760;131880
2020-13-08 12:30:00;131890;131890;131590;131660
2020-13-08 12:35:00;131660;131730;131610;131610
2020-13-08 12:40:00;131610;131730;131610;131700
2020-13-08 12:45:00;131710;131880;131700;131770
2020-13-08 12:50:00;131780;131810;131650;131680
2020-13-08 12:55:00;131680;131700;131630;131700
2020-13-08 13:00:00;131680;131770;131620;131720
2020-13-08 13:05:00;131720;131780;131670;131710
2020-13-08 13:10:00;131710;131720;131660;131690
2020-13-08 13:15:00;131680;131770;131540;131760
2020-13-08 13:20:00;131760;131820;131670;131810
2020-13-08 13:25:00;131810;131900;131760;131780
2020-13-08 13:30:00;131770;131890;131750;131870
2020-13-08 13:35:00;131880;131970;131820;131950
2020-13-08 13:40:00;131960;131980;131860;131880
2020-13-08 13:45:00;131890;131930;131810;131880
2020-13-08 13:50:00;131870;131900;131770;131810
2020-13-08 13:55:00;131800;131850;131680;131720
2020-13-08 14:05:00;131710;131930;131570;131740
2020-13-08 14:10:00;131750;131820;131660;131680
2020-13-08 14:15:00;131670;131720;131570;131630
2020-13-08 14:20:00;131640;131640;131480;131580
2020-13-08 14:25:00;131580;131630;131550;131580
2020-13-08 14:30:00;131570;131580;131430;131460
2020-13-08 14:35:00;131470;131500;131400;131440
2020-13-08 14:40:00;131440;131560;131410;131420
2020-13-08 14:45:00;131420;131560;131370;131550
2020-13-08 14:50:00;131550;131670;131500;131620
2020-13-08 14:55:00;131610;131670;131510;131560
2020-13-08 15:00:00;131550;131550;131420;131440
2020-13-08 15:05:00;131430;131550;131390;131430
2020-13-08 15:10:00;131430;131440;131240;131290
2020-13-08 15:15:00;131270;131280;131080;131110
2020-13-08 15:20:00;131100;131180;131010;131140
2020-13-08 15:25:00;131130;131220;131090;131220
2020-13-08 15:30:00;131210;131440;131210;131420
2020-13-08 15:35:00;131420;131510;131360;131490
2020-13-08 15:40:00;131490;131630;131450;131580
2020-13-08 15:45:00;131570;131580;131430;131460
2020-13-08 15:50:00;131470;131480;131300;131300
2020-13-08 15:55:00;131300;131510;131300;131440
2020-13-08 16:00:00;131440;131470;131180;131260
2020-13-08 16:05:00;131250;131390;131190;131320
2020-13-08 16:10:00;131310;131400;131250;131310
2020-13-08 16:15:00;131300;131350;131180;131180
2020-13-08 16:20:00;131180;131310;131150;131300
2020-13-08 16:25:00;131290;131300;131070;131100
2020-13-08 16:30:00;131090;131180;130940;131090
2020-13-08 16:35:00;131100;131440;131100;131420
2020-13-08 16:40:00;131410;131690;131330;131690
2020-13-08 16:45:00;131690;131780;131590;131650
2020-13-08 16:50:00;131660;131790;131600;131710
2020-13-08 16:55:00;131710;132160;131700;132090
2020-13-08 17:00:00;132080;132340;131930;132330
2020-13-08 17:05:00;132330;132360;132170;132230
2020-13-08 17:10:00;132240;132300;132140;132270
2020-13-08 17:15:00;132270;132280;132060;132280
2020-13-08 17:20:00;132280;132350;132170;132280
2020-13-08 17:25:00;132300;132410;132180;132240
2020-13-08 17:30:00;132240;132470;132200;132440
2020-13-08 17:35:00;132430;132450;132330;132380
2020-13-08 17:40:00;132380;132470;132260;132300
2020-13-08 17:45:00;132300;132360;132180;132330
2020-13-08 17:50:00;132320;132370;132210;132260
2020-13-08 17:55:00;132240;132360;132160;132330
2020-13-08 18:00:00;132320;132390;132260;132290
2020-13-08 18:05:00;132300;132350;132220;132270
2020-13-08 18:10:00;132260;132260;132150;132210
2020-13-08 18:15:00;132210;132220;132110;132170
2020-13-08 18:20:00;132190;132320;132140;132320
2020-13-08 18:25:00;132320;132360;132290;132300
2020-13-08 18:30:00;132300;132370;132260;132300
2020-13-08 18:35:00;132300;132330;132230;132240
2020-13-08 18:40:00;132250;132490;132210;132330
2020-13-08 19:05:00;132490;132700;132460;132500
2020-13-08 19:10:00;132520;132560;132410;132440
2020-13-08 19:15:00;132430;132530;132430;132480
2020-13-08 19:20:00;132490;132530;132440;132520
2020-13-08 19:25:00;132520;132530;132460;132480
2020-13-08 19:30:00;132480;132620;132470;132590
2020-13-08 19:35:00;132590;132600;132500;132580
2020-13-08 19:40:00;132570;132620;132540;132550
2020-13-08 19:45:00;132560;132650;132540;132590
2020-13-08 19:50:00;132580;132590;132550;132560
2020-13-08 19:55:00;132570;132590;132510;132560
2020-13-08 20:00:00;132560;132610;132360;132390
2020-13-08 20:05:00;132390;132410;132240;132270
2020-13-08 20:10:00;132270;132280;132210;132280
2020-13-08 20:15:00;132280;132400;132280;132320
2020-13-08 20:20:00;132330;132360;132280;132290
2020-13-08 20:25:00;132280;132370;132240;132370
2020-13-08 20:30:00;132360;132370;132200;132210
2020-13-08 20:35:00;132210;132300;132200;132270
2020-13-08 20:40:00;132280;132310;132260;132280
2020-13-08 20:45:00;132270;132410;132270;132400
2020-13-08 20:50:00;132400;132450;132340;132420
2020-13-08 20:55:00;132400;132460;132400;132450
2020-13-08 21:00:00;132450;132480;132320;132320
2020-13-08 21:05:00;132320;132380;132280;132320
2020-13-08 21:10:00;132330;132340;132230;132280
2020-13-08 21:15:00;132270;132300;132090;132100
2020-13-08 21:20:00;132100;132120;131850;132010
2020-13-08 21:25:00;132000;132200;131980;132130
2020-13-08 21:30:00;132130;132130;132010;132070
2020-13-08 21:35:00;132060;132060;131820;131910
2020-13-08 21:40:00;131910;132010;131900;131930
2020-13-08 21:45:00;131940;132090;131930;132000
2020-13-08 21:50:00;132000;132010;131770;131970
2020-13-08 21:55:00;131980;132020;131880;131970
2020-13-08 22:00:00;131960;132080;131940;131990
2020-13-08 22:05:00;131980;132040;131930;131980
2020-13-08 22:10:00;131960;132090;131940;132060
2020-13-08 22:15:00;132070;132260;132050;132250
2020-13-08 22:20:00;132250;132310;132200;132260
2020-13-08 22:25:00;132250;132330;132210;132290
2020-13-08 22:30:00;132290;132310;132200;132280
2020-13-08 22:35:00;132280;132320;132210;132230
2020-13-08 22:40:00;132230;132270;132170;132230
2020-13-08 22:45:00;132240;132260;132190;132200
2020-13-08 22:50:00;132210;132230;132130;132190
2020-13-08 22:55:00;132180;132300;132140;132290
2020-13-08 23:00:00;132290;132330;132220;132290
2020-13-08 23:05:00;132280;132440;132270;132430
2020-13-08 23:10:00;132440;132440;132370;132420
2020-13-08 23:15:00;132410;132420;132360;132390
2020-13-08 23:20:00;132380;132390;132330;132370
2020-13-08 23:25:00;132390;132430;132360;132420
2020-13-08 23:30:00;132420;132420;132360;132420
2020-13-08 23:35:00;132420;132530;132420;132480
2020-13-08 23:40:00;132470;132540;132450;132510
2020-13-08 23:45:00;132510;132630;132420;132480
2020-14-08 10:00:00;132590;132830;132210;132220
2020-14-08 10:05:00;132240;132330;131840;131980
2020-14-08 10:10:00;131980;132180;131860;132010
2020-14-08 10:15:00;132010;132280;131970;132230
2020-14-08 10:20:00;132220;132250;132070;132100
2020-14-08 10:25:00;132090;132180;132040;132100
